ID_ViThuoc,TenViThuoc,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
115,Tỏi,-0.007293351,-0.0020506158,0.002561614,0.0641451,-0.013870489,-0.023748592,-0.033646554,-0.013525642,-0.0056361607,0.0022745794,0.0255212,0.052912787,0.024253039,0.07779527,0.024251265,0.00703346
116,Mộc hoa trắng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
117,Rau sam,0.034621798,-0.0009240266,0.0466313,-0.028887387,-0.049695287,0.00412827,-0.001047872,-0.057534274,-0.0015505659,0.01575657,0.0295382,0.024812452,0.0030332995,-0.041033093,-0.028143207,-0.02694742
118,Mơ tam thể,-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
119,Cây chè (Lá),0.012697373,-0.0032167826,-0.011582844,-0.022182835,-0.044606853,-0.01153101,-0.023588678,-0.019108444,-0.020299291,0.013577452,0.022907693,0.015059169,0.02752451,-0.02129035,-0.009026801,-0.0044345
120,Vỏ lựu,0.05052849,-0.028336726,0.0089559555,-0.0073828455,-0.04488982,-0.030182116,-0.01661875,-0.034177747,-0.027281757,0.007271122,0.019201245,0.02753874,-0.018256225,0.023031328,-0.00978299,-0.026106324
121,Hoàng liên,0.023968987,-0.010941715,0.015007101,-0.016219985,-0.04278935,-0.019348495,-0.028819242,-0.024965622,-0.014640881,-0.0065902984,0.025102317,0.0137391165,0.013941057,-0.0012003183,-0.01172649,-0.018586285
122,Hoàng liên gai,0.004606314,-0.005024219,-0.049532924,-0.044042185,-0.013011713,0.022899127,-0.018575879,-0.019179448,-0.016030999,0.015510919,0.016042419,0.002466146,0.03067325,-0.03300181,0.015525905,0.025371585
123,Hoàng liên ô rô,0.004606314,-0.005024219,-0.049532924,-0.044042185,-0.013011713,0.022899127,-0.018575879,-0.019179448,-0.016030999,0.015510919,0.016042419,0.002466146,0.03067325,-0.03300181,0.015525905,0.025371585
124,Hoàng đằng,0.0036334954,-0.009883956,0.026948571,-0.019554066,-0.041644435,0.0041575693,-0.036102876,-0.028628822,-3.0563213e-05,-0.017844716,0.027178012,0.034175,0.039467588,-0.016999917,-0.008681139,-0.013710711
125,Hoàng đằng chân vịt,-0.017086124,0.0072900346,-0.05223318,-0.031557016,0.00028575957,0.0072902665,-0.03234853,-1.05742365e-05,-0.0048289164,0.016171258,0.01762868,0.006323099,0.040495604,-0.027464554,0.0102784615,0.036971852
126,Vàng đằng,-0.017086124,0.0072900346,-0.05223318,-0.031557016,0.00028575957,0.0072902665,-0.03234853,-1.05742365e-05,-0.0048289164,0.016171258,0.01762868,0.006323099,0.040495604,-0.027464554,0.0102784615,0.036971852
127,Thổ hoàng liên,0.004606314,-0.005024219,-0.049532924,-0.044042185,-0.013011713,0.022899127,-0.018575879,-0.019179448,-0.016030999,0.015510919,0.016042419,0.002466146,0.03067325,-0.03300181,0.015525905,0.025371585
128,Hoàng đằng loong trơn,-0.017086124,0.0072900346,-0.05223318,-0.031557016,0.00028575957,0.0072902665,-0.03234853,-1.05742365e-05,-0.0048289164,0.016171258,0.01762868,0.006323099,0.040495604,-0.027464554,0.0102784615,0.036971852
129,Hoàng bá,0.04118634,-0.017270256,0.025508694,-0.01918276,-0.04557504,-0.035983764,-0.019382568,-0.021405317,-0.016626474,-0.0051184157,0.028504092,0.0038200617,-0.011764161,0.00875362,-0.018481877,-0.028164577
130,Cỏ sữa nhỏ lá,0.030867726,-0.02713501,0.022190996,-0.04307255,-0.030389804,0.03210047,0.0057942895,-0.050083127,-0.01757047,-0.0040029823,0.025730398,0.013981864,-0.006657165,-0.0253025,-0.0037718264,-0.018548131
131,Ba chẽ,-0.017192522,0.002835866,-0.0311235,-0.025617993,0.0042753033,-0.0028065816,-0.028700972,0.0057108905,-0.003120949,-0.0016336534,0.01691072,-0.0036548004,0.028892608,-0.0048297644,0.011455279,0.015356025
132,Bàng (Lá và búp non),0.022149742,-0.017477825,-0.024244294,-0.0122520365,-0.040051553,-0.02199971,-0.014989452,-0.046606015,-0.03423466,0.031029677,0.019027721,0.04745952,0.01935688,-0.006947819,-0.009873297,-0.03400078
133,Cẩm xà lặc,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
134,Điều nhuộm,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
135,Đơn đỏ,-0.0115478,0.0017890725,-0.034766115,-0.02736783,0.00028152764,-0.0017277375,-0.029381642,0.004449576,-0.0031936555,0.0034840712,0.018079601,-0.0076602288,0.03190601,-0.0102470815,0.010415379,0.020081537
136,Đơn trăng (Hé mọ),0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
137,Mộc nhĩ,0.019498318,-0.011036777,-0.038540885,-0.026345422,-0.0127611235,-0.015407506,-0.019293586,-0.041466396,-0.01962792,0.001006553,0.0037983544,0.03845267,-0.007454921,0.0055611692,-0.008448182,-0.018920757
138,Phượng nhỡn thảo,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
139,San sư cô,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
140,Seo gà,0.030385144,-0.027820654,0.012932636,-0.019574074,-0.041204188,-0.010541651,-0.022210201,-0.021798957,-0.016506903,-0.0093330275,0.025662474,0.0005075745,0.0032594171,0.006221056,-0.014767818,-0.025669698
141,Vọng cách,-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
142,Đậu rựa,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
143,Gừng dại,0.0021698885,-0.00670774,-0.045384664,-0.030527484,-0.012411334,0.01216042,-0.028667135,-0.0054678805,-0.0051324903,0.014147893,0.018946357,-0.004038021,0.038450416,-0.02246539,0.007690333,0.02854688
144,Săng lẻ,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
145,Mã đề,0.014993776,-0.02474308,0.010627709,-0.025405599,-0.018493388,0.0006745085,-0.009400159,-0.033241395,-0.020747622,-0.035001166,0.03773271,0.017374743,0.0015976767,0.020445611,-0.023444694,-0.012776978
146,Cây trạch tả,0.020460133,-0.016451105,0.015032545,-0.01912525,-0.02917185,-0.0125592165,-0.012367271,-0.039287094,-0.023316624,-0.027584914,0.041421708,0.021035071,-0.0046722745,0.023346778,-0.027063275,-0.020517513
147,Đại phúc bì,0.002667509,0.006962321,0.013921954,0.05251158,-0.029144015,-0.03058397,-0.032252632,-0.026221577,-0.005454724,0.011377111,0.028981563,0.050759442,0.019952,0.062451307,0.008160949,-0.0027952679
148,Cỏ chỉ,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
149,Cỏ tranh (Thân rễ),0.019774716,-0.03186201,0.011787586,-0.027600475,-0.012455355,0.020649007,0.008013549,-0.016415555,-0.0230588,-0.036206126,0.03973915,0.0032065324,0.009186095,0.03344745,-0.0029155607,-0.0131874345
150,Cây râu mèo,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
151,Râu ngô,0.0056217015,-0.005864558,-0.010780107,-0.01986807,-0.030738916,-0.03257767,-0.0028465446,-0.045577925,-0.010360876,-0.0026309565,0.013005484,0.060876764,-0.008361895,0.0118418,0.005471397,-0.03029466
152,Cây áctisô,-0.013438467,-0.0031220615,-0.0036292523,0.015426734,-0.056779098,-0.006450318,-0.03203903,-0.004271649,-0.012191366,0.020163499,0.031236336,0.008215979,0.058194652,-0.010538725,-0.0042360965,-0.015093442
153,Phục linh,-0.44364154,0.1069032,0.22554886,0.1829546,1.0416335,0.48746213,1.0009755,0.9033886,0.4955419,-0.59067637,-1.0575643,-0.9609724,-1.043048,-0.25139165,0.13577603,-0.072368875
154,Bấc đèn,0.0050277896,-0.029969867,0.0026092082,-0.010755556,-0.0006842129,0.027549185,0.006453513,-0.014775321,-0.015061157,-0.047572248,0.035125803,0.013504356,0.031626917,0.04401766,0.004515092,0.0032152198
155,Cây thông thảo,0.023337912,-0.019537017,0.00012400001,-0.005776329,-0.019884787,0.0011823364,-0.0060879905,-0.030074973,-0.0262389,-0.02174933,0.036264453,0.0170503,0.019912664,0.039095644,-0.0020439322,-0.010434717
156,Dành dành,0.009166688,-0.016259208,-0.0031598732,-0.029930957,-0.013496157,0.011386573,-0.025684284,-0.007819772,-0.005098661,-0.01591437,0.024724405,-0.0030663982,0.03635928,-0.0069416873,0.0011564139,0.0077263527
157,Nghệ,-0.021122096,0.00026053563,0.009062566,0.025953202,-0.009095989,-0.023525849,-0.045408703,-0.0015942045,0.008961815,-0.00550039,0.01765237,0.032559097,0.028015874,0.035819974,0.025293747,-0.0008634664
158,Mật động vật - Đởm,0.028692774,-0.014533677,0.013831854,-0.012583338,-0.044501487,-0.021879591,-0.023743546,-0.025568206,-0.019749502,-0.007820228,0.02241645,0.012043349,0.016438045,0.0068956055,-0.014428081,-0.028573383
159,Mật lợn,-0.0021591578,0.0044984072,-0.016034909,-0.005192442,-0.044607166,-0.016247306,-0.026331814,-0.005837444,-0.013982801,0.015867269,0.023024898,0.0018976517,0.05285602,-0.01659643,-0.0066097314,-0.009277318
160,Mật bò,-0.0155499745,0.006613533,-0.03730069,-0.03765886,-0.019882668,0.017546602,-0.039361857,-0.0055580437,0.00073499326,0.017169056,0.026361443,0.0032077208,0.044081613,-0.049169775,0.0074327253,0.041360583
161,Bòn bọt,0.022149742,-0.017477825,-0.024244294,-0.0122520365,-0.040051553,-0.02199971,-0.014989452,-0.046606015,-0.03423466,0.031029677,0.019027721,0.04745952,0.01935688,-0.006947819,-0.009873297,-0.03400078
163,Dưa chuột,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
164,Chua me đất hoa vàng,0.030867726,-0.02713501,0.022190996,-0.04307255,-0.030389804,0.03210047,0.0057942895,-0.050083127,-0.01757047,-0.0040029823,0.025730398,0.013981864,-0.006657165,-0.0253025,-0.0037718264,-0.018548131
165,Cây chua me lá me,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
166,Cỏ bợ,0.013005856,-0.024348944,2.4840236e-05,-0.026894363,-0.013655808,0.0056181364,-0.0063628256,-0.018866934,-0.011931969,-0.031603687,0.02795161,0.005727753,0.008348564,0.015833624,-0.009735538,-0.0034295209
167,Cỏ may,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
168,Đậu đen,-0.00016737357,-0.014490643,-0.02008617,-0.03097029,-0.034572367,-0.013872344,0.0038847355,-0.04476459,-0.0015147054,-0.002180351,0.019034516,0.048823476,-0.002376174,0.005395185,0.01974987,-0.018243745
169,Hoa hiên,-0.017192522,0.002835866,-0.0311235,-0.025617993,0.0042753033,-0.0028065816,-0.028700972,0.0057108905,-0.003120949,-0.0016336534,0.01691072,-0.0036548004,0.028892608,-0.0048297644,0.011455279,0.015356025
170,Lõi tiền,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
171,Mộc tặc,-0.022320844,-7.526204e-05,-0.017776407,-0.0060558375,-0.011357624,-0.022747174,-0.014965979,-0.018622842,-0.0015794854,-0.018552072,0.004133638,0.05438897,0.0058312886,0.027475048,0.017893707,-0.005305279
172,Mộc thông,0.031534925,-0.009177723,0.009034447,-0.022310015,-0.029384468,-0.023536779,-0.02104407,-0.026930477,-0.01846504,-0.015060097,0.01884894,0.012362123,0.012357121,0.010688007,-0.009254001,-0.020831421
173,Sòi,0.040598683,-0.021794636,0.009470314,-0.014541138,-0.040969077,-0.025780946,-0.021373069,-0.021357749,-0.010794934,-0.004051277,0.022512805,-0.00035970658,-0.0016747913,0.011710092,-0.011785123,-0.021766677
174,Tai chuột,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
175,Thạch vĩ,0.023852803,-0.026271023,0.0027975366,-0.017875643,-0.018288989,0.0007243529,-0.0026099514,-0.029032115,-0.023061661,-0.029757265,0.03289659,0.011773981,0.003780606,0.032469217,-0.014100084,-0.011195127
176,Lưỡi rắn,-0.017192522,0.002835866,-0.0311235,-0.025617993,0.0042753033,-0.0028065816,-0.028700972,0.0057108905,-0.003120949,-0.0016336534,0.01691072,-0.0036548004,0.028892608,-0.0048297644,0.011455279,0.015356025
177,Dây chặc chìu,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
178,Thòng bong,0.0064997748,-0.029332653,0.012292922,-0.017648539,-0.008174162,0.013045482,0.0029050028,-0.02498341,-0.01825679,-0.054202788,0.032681983,0.014947552,0.00075601344,0.04365309,-0.010412725,-0.01220588
179,Mần tưới,-0.025753383,-0.011823677,0.0076459125,0.03244415,0.0038667433,-0.02054602,-0.04710736,0.00060836226,0.0064325184,-0.011587167,0.012815036,0.033738032,0.028283074,0.055982973,0.03102936,-0.011035409
180,Cà dái dê tím,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
181,Cây cam xũng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
182,Chanh trường,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
183,Coi,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
184,Côn bố,0.035519868,0.000998633,0.071465164,-0.0030180886,-0.10644382,-0.06091301,-0.04731044,-0.085731536,-0.043350004,0.029569218,0.050032813,0.059796266,-0.042963743,0.031478945,-0.04705462,-0.03881311
185,Cây cơm cháy,0.03200835,-9.1603026e-05,0.0051853955,-0.028410677,-0.042365577,-0.0039886907,-0.010815758,-0.05458222,-0.007856378,0.049475707,0.025725521,0.034997866,0.022314262,-0.04740151,-0.015608502,-0.01605831
186,Rau dừa nước,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
187,Dứa,-0.013642486,0.012061551,-0.021847345,-0.005610494,-0.006552849,-0.034470633,-0.02072998,-0.023794591,-0.005602415,-0.009337656,0.0018928163,0.05466003,0.0053690546,0.015732706,0.0027453257,-0.014617231
188,Dứa dại,-0.017192522,0.002835866,-0.0311235,-0.025617993,0.0042753033,-0.0028065816,-0.028700972,0.0057108905,-0.003120949,-0.0016336534,0.01691072,-0.0036548004,0.028892608,-0.0048297644,0.011455279,0.015356025
189,Cây đa,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
190,Đậu chiều,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
191,Đậu đỏ nhỏ,-0.019531734,0.011008628,-0.004900314,-0.004175678,-0.025017608,-0.029879391,-0.008663006,-0.028022848,0.004504982,-0.023078484,0.0034230389,0.065518074,0.0015143643,0.021661177,0.011107756,-0.023819264
192,Găng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
193,Cây xương sáo,-0.017192522,0.002835866,-0.0311235,-0.025617993,0.0042753033,-0.0028065816,-0.028700972,0.0057108905,-0.003120949,-0.0016336534,0.01691072,-0.0036548004,0.028892608,-0.0048297644,0.011455279,0.015356025
194,Thốt nốt,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
195,Mía,0.023337912,-0.019537017,0.00012400001,-0.005776329,-0.019884787,0.0011823364,-0.0060879905,-0.030074973,-0.0262389,-0.02174933,0.036264453,0.0170503,0.019912664,0.039095644,-0.0020439322,-0.010434717
196,Kim tiền thảo,-0.0021193214,-0.0017831698,-0.016150199,-0.03539819,-0.015492257,-0.002129119,-0.019288836,-0.0063446835,-0.013849247,-0.0049446756,0.020812422,0.0029671527,0.018023627,-0.012307784,0.0019811615,0.008700544
197,Rau om,0.0010386892,-0.014879861,-0.033060495,-0.009832906,-0.02089278,0.011426669,-0.03905355,-0.020345565,-0.004444213,0.02540643,0.0226199,0.010626033,0.025254836,5.8118254e-05,0.0044944184,0.028190654
198,Móng lưng rồng,-0.010403084,0.0015767869,-0.035504814,-0.027722687,-0.0005283877,-0.0015089512,-0.029519675,0.0041937884,-0.0032084002,0.0045219157,0.018316641,-0.008472506,0.03251711,-0.011345683,0.010204494,0.021039842
199,Nàng nàng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
200,Rau đắng,-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
201,Cây lá tiết dê,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
202,Khế rừng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
203,Mã thầy,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
204,Mùi tây,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
205,Thương lục,0.021649182,-0.016808953,0.0040199086,-0.022616088,-0.026579078,-0.011594549,-0.027991747,-0.011841141,-0.005822995,-0.00831135,0.026669763,-0.009122435,0.012110425,0.0011358038,-0.007845713,-0.007982165
206,Cỏ thiên thảo,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
207,Dứa bà,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
208,Lục lạc ba lá tròn,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
209,Rau muống,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
210,Cỏ nhọ nồi,-0.036047243,-0.0061273845,-0.011763319,-0.021284021,0.009955762,0.0012480915,-0.023976004,0.017728291,0.004447268,-0.024512697,0.02169814,-0.022876468,0.026691023,0.012838379,0.02081801,0.009977935
211,Cây nghể,0.0010386892,-0.014879861,-0.033060495,-0.009832906,-0.02089278,0.011426669,-0.03905355,-0.020345565,-0.004444213,0.02540643,0.0226199,0.010626033,0.025254836,5.8118254e-05,0.0044944184,0.028190654
212,Cỏ nến (Phấn hoa),-0.029708892,0.006070466,-0.01397353,-0.00044858083,-0.00072944164,-0.033782236,-0.024584727,-0.02906439,0.004873223,-0.020115508,-0.002550833,0.07011709,0.0013867582,0.032103945,0.009946542,-0.034046207
213,Long nha thảo,0.00044425204,-0.020480286,0.017342284,0.04773867,-0.02181514,-0.04357422,-0.042252317,0.00068564527,0.00492793,0.005437102,0.015864909,0.028279759,0.006588063,0.06106222,0.022514356,-0.01731889
214,Cây huyết dụ,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
215,Cây trắc bách diệp,0.05170641,-0.042033907,-0.0016705394,-0.01736424,-0.038079593,-0.0042778477,-0.00259668,-0.0350797,-0.022447793,-0.015529744,0.008708529,0.0203822,0.0014247859,0.021901079,-0.0070400927,-0.021218777
216,Cây tam thất,-0.021865852,0.0018548016,0.025058001,0.020252543,-0.011406396,-0.03762451,-0.027682321,0.013880195,0.009896671,-0.031460688,0.012769129,0.010539174,0.011187987,0.048684325,0.019058676,-0.015223529
217,Cây mào gà trắng,0.027313322,-0.027528044,0.01572349,-0.02128046,-0.042152535,-0.0064904876,-0.023544112,-0.02195979,-0.016421245,-0.010891236,0.02743389,0.0018273778,0.006763532,0.002206564,-0.01611051,-0.025200594
218,Cây mào gà đỏ,0.0013251826,-0.013575469,-0.03592308,-0.03560717,-0.010903642,0.011398181,-0.025582226,-0.015476678,-0.018404616,0.004170472,0.020170301,-0.00023560226,0.02798641,-0.012191357,-0.0005888734,0.014156612
219,Bách thảo sương,-0.015330169,-0.008860757,-0.0049701333,0.057426132,-0.003198076,-0.017247483,-0.03898841,-0.0042365715,-0.010928795,-0.0013532592,0.020318694,0.05830024,0.025465632,0.07446201,0.03228397,0.018783078
220,Rau ngổ,0.0010386892,-0.014879861,-0.033060495,-0.009832906,-0.02089278,0.011426669,-0.03905355,-0.020345565,-0.004444213,0.02540643,0.0226199,0.010626033,0.025254836,5.8118254e-05,0.0044944184,0.028190654
221,Thiến thảo,9.812787e-05,-0.026876766,0.021342494,-0.020742835,-0.034962934,0.028549893,-0.036864914,-0.038292874,-0.010227637,-0.023349797,0.02526509,0.03563171,0.05541923,-0.00879566,-0.007931087,-0.027702767
222,Vạn tuế,-0.024355887,0.01464269,-0.021461785,-0.0052059162,-0.004494697,-0.03206066,-0.020071568,-0.016272958,0.0028587598,-0.01756216,0.002297368,0.051906727,0.005900225,0.019797612,0.006986622,-0.009315476
223,Địa du,0.02976238,-0.02829079,0.0089334175,-0.032708228,-0.026897501,-0.0040197894,-0.012237562,-0.031197205,-0.028815731,-0.018137716,0.01867028,0.022910602,-0.0028749122,0.0063154437,-0.0073270816,-0.0131715685
224,Cây hoa hòe,0.027586069,-0.024781797,-0.017910425,-0.017721318,-0.061196502,0.011260714,-0.0112801865,-0.0327535,-0.031121183,0.007966442,0.014460355,0.02296146,0.046164207,-0.014950203,-0.018830452,-0.027021635
225,Mạch ba góc,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
226,Cây ba gạc,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
227,Cây ba gạc Ấn Độ,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
228,Cây ba kích,0.0058537014,-0.0021765754,0.013655469,0.01267316,-0.03657419,-0.028914668,-0.020552306,-0.0056879856,0.0035667913,-0.00031907018,0.03837761,0.021811515,-0.0061715995,0.031129543,0.005789196,-0.002043847
229,Cây câu đằng,0.004598286,-0.045097347,0.00054235756,-0.03337773,0.0081061125,0.04183414,-0.0018595681,-0.016158275,-0.018083366,-0.038282387,0.03450011,0.015204091,0.045128427,0.017435674,0.0014803149,0.0012724772
230,Cây nhàu,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
231,Cây dừa cạn,-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
